-0.0597,0.3354,0.2758,0.1506,-0.5189,0.2758,0.4697,0.4226,-0.5388,-1.4739,0.3528,-0.8214,-0.9289,1.447,-1.072,0.4709,-0.0204,2001,11
-0.8356,0.6916,0.9335,0.7648,-0.4587,0.9335,0.6587,0.0174,-0.474,-1.6097,0.4116,-0.1821,-0.4558,1.521,-0.5867,0.5405,0.4777,2001,11
0.2404,1.0787,1.0131,0.7484,-0.6351,1.0131,1.1131,0.0693,-0.6321,-0.8182,0.4506,0.4982,0.2009,1.5638,0.0845,0.5902,0.7027,2001,11
0.9067,1.1173,1.0902,1.1244,-0.4451,1.0902,1.1725,0.2322,-0.4816,-0.0317,0.4385,0.7968,0.6483,1.5815,0.5482,0.5846,0.6855,2001,11
-0.2407,0.8824,1.0905,1.0725,-0.3693,1.0905,1.3685,1.6305,-0.3171,-0.8985,0.4211,-0.144,-0.478,1.5882,-0.6457,0.5655,0.4695,2001,11
-0.5209,0.748,1.0574,1.1167,-0.5819,1.0574,1.1544,1.5242,-0.5729,-0.5372,0.4432,0.5096,0.1452,1.6038,0.0305,0.5917,0.5298,2001,11
1.3027,0.5531,0.4028,0.136,-0.3666,0.4028,0.7413,0.5668,-0.4042,-0.5011,0.6674,-0.1564,-0.482,1.7325,-0.6327,0.8038,0.568,2001,11
2.2358,0.8413,0.5195,0.1719,-0.593,0.5194,0.5767,-0.5887,-0.4743,0.2189,0.7881,1.1421,0.9029,1.9966,0.8549,0.9433,0.8579,2001,11
0.5434,0.9083,0.6421,0.3977,-0.7661,0.6421,0.6966,-0.9082,-0.7316,0.1059,0.8535,0.989,0.6928,2.0742,0.6503,1.0221,1.0498,2001,11
0.4632,0.9278,0.9933,0.8387,-0.2528,0.9933,0.9812,0.4127,-0.6343,-0.9179,0.9126,0.6967,0.3468,2.0953,0.2406,1.0851,0.8653,2001,11
-0.3758,0.6336,0.9295,1.1036,1.4289,0.9295,1.2349,1.8573,1.0097,1.1832,0.8057,0.2492,0.1561,1.9388,-0.0402,0.9504,-0.1411,2001,11
-0.9973,0.3525,0.8334,1.0937,3.746,0.8334,1.0658,2.4814,3.4348,1.7178,0.7509,0.3862,0.497,1.7577,0.1806,0.8583,-1.1646,2001,11
-1.1716,-0.3229,0.0637,0.2959,1.5057,0.0636,0.4912,1.3317,1.1292,0.9397,0.166,-1.1275,-0.9579,1.3282,-1.3125,0.2141,-1.9864,2001,11
-0.9798,0.3831,0.2673,0.4499,-0.353,0.2673,0.4959,0.9171,-0.2478,-0.4367,0.2034,-0.856,-0.7207,1.3786,-1.049,0.2579,-0.8649,2001,11
0.6018,0.8493,0.8898,0.9222,-0.4627,0.8898,0.9229,1.3663,-0.4701,-1.1575,0.2147,-0.7485,-0.8324,1.3883,-1.0569,0.2742,-0.2932,2001,11
-0.1178,1.0049,1.2645,1.3679,0.1746,1.2645,1.1186,0.9478,0.4454,-0.9723,0.2359,-0.0111,-0.212,1.4016,-0.3071,0.3027,-0.0425,2001,11
-0.397,0.9868,1.1066,1.0011,-0.4745,1.1066,1.0516,0.5558,-0.5195,-0.8763,0.288,0.4767,0.4121,1.4748,0.3421,0.3689,0.4046,2001,11
0.0497,0.5683,0.5872,0.4036,-0.5904,0.5872,0.6448,0.1228,-0.4621,-1.1138,0.3207,-0.1365,-0.4229,1.5053,-0.4425,0.4117,0.5976,2001,11
0.3286,0.6715,0.493,0.2824,0.2364,0.493,0.5446,0.0895,-0.2408,0.0842,0.3423,0.5576,0.2822,1.5104,0.3547,0.4377,0.5009,2001,11
-0.0995,0.8001,0.9897,1.0619,-0.2162,0.9897,0.9202,0.5275,-0.4317,-0.3139,0.387,0.0671,-0.1509,1.5601,-0.2472,0.494,0.2694,2001,11
-0.4997,0.5975,1.1227,1.4747,0.9385,1.1227,1.1333,1.1105,1.7111,0.1038,0.3788,-0.0999,-0.0421,1.4572,-0.2898,0.4598,-0.8261,2001,11
-1.1553,0.1005,1.0249,1.4796,0.8312,1.0249,1.3392,1.8757,1.4234,2.1458,0.2864,-0.0679,0.1322,1.1053,-0.203,0.3111,-1.3095,2001,11
-1.1115,-0.4015,-0.1905,-0.2267,-0.499,-0.1905,0.2091,0.3988,-0.4711,0.7205,0.2945,-0.4784,-0.3185,1.1188,-0.6763,0.3232,-0.3646,2001,11
-1.0665,-0.5262,-0.1956,0.1547,4.8394,-0.1956,-0.1594,0.3816,3.2328,2.066,-0.0281,-0.3188,0.0395,0.6808,-0.1962,-0.0404,-1.7544,2001,11
-1.0166,-1.2758,-0.6239,-0.4005,1.446,-0.6239,-0.2923,0.6984,0.912,1.8903,-0.4613,-1.5319,-1.2233,0.2925,-1.3919,-0.5111,-1.814,2001,11
-1.0497,-1.4556,-1.0969,-0.9238,-0.469,-1.0969,-1.034,-0.2467,-0.4018,-0.9687,-0.4408,-1.4619,-1.2738,0.3547,-1.5097,-0.4824,-1.162,2001,11
-0.1456,-1.5444,-1.5367,-1.5209,-0.6963,-1.5367,-1.5384,-0.9114,-0.668,0.2255,-0.3978,-0.4388,-0.1098,0.3842,-0.3184,-0.4311,-0.3464,2001,11
-0.7355,-1.4518,-1.3707,-1.1591,1.0101,-1.3707,-1.582,-1.1183,1.0256,0.1365,-0.391,-0.8192,-0.7831,0.3468,-0.8107,-0.4311,-0.9088,2001,11
-1.1587,-1.2884,-0.5611,-0.0349,2.4128,-0.5611,-0.3461,0.3583,3.0614,1.252,-0.4153,-1.1571,-0.9357,0.2287,-1.1947,-0.4726,-2.1382,2001,11
-1.1294,-1.2716,-0.8759,-0.6199,-0.3129,-0.8759,-0.7025,0.4477,-0.3898,-1.0216,-0.3791,-1.2893,-0.9881,0.3007,-1.2511,-0.4294,-1.3177,2001,11
-0.7809,-1.1169,-0.7806,-0.5772,2.1694,-0.7805,-0.8405,0.3571,2.6478,0.8484,-0.3804,-0.8264,-0.64,0.2554,-0.729,-0.4368,-1.8565,2001,12
-0.8655,-0.8138,-0.1399,0.1576,1.5147,-0.1399,0.1014,0.6715,2.2719,2.0183,-0.3853,-0.3391,-0.0249,0.1326,-0.2341,-0.4498,-1.8237,2001,12
-1.0089,-1.512,-0.4277,0.0549,1.1499,-0.4277,-0.046,0.8834,1.1706,0.8211,-0.3885,-1.1364,-0.8436,0.0995,-1.2211,-0.465,-1.9485,2001,12
-0.7786,-1.7993,-1.47,-1.4455,-0.2687,-1.4699,-1.4264,-0.0518,-0.2569,0.1255,-0.4095,-0.9636,-0.6595,0.1102,-1.0399,-0.5001,-1.5456,2001,12
-0.2785,-1.0089,-0.9682,-0.9059,0.2489,-0.9682,-1.0377,-0.1646,1.1073,1.4199,-0.3984,-0.8542,-0.7183,0.1164,-0.8676,-0.4856,-1.5315,2001,12
-0.3907,0.1586,0.0259,0.1038,-0.2949,0.0259,0.0209,0.4006,-0.0513,1.1452,-0.3653,-0.5601,-0.4283,0.1411,-0.5219,-0.444,-0.9573,2001,12
0.0376,0.212,0.0185,-0.3013,-0.6532,0.0185,-0.0897,0.1548,-0.6363,0.955,-0.285,0.573,1.1526,0.2236,1.1541,-0.3521,-0.1378,2001,12
