hournorain,t2mmax,t2mmean,t2mmin,tprecmax,t2m,ts,qv2m,prectot,speed,dmc,fwi,dsr,dc,isi,bui,ffmc,fcount_terra,frp_terra,fcount_aqua,frp_aqua,year,month,day
-2.1428,-0.4701,-0.0388,0.8917,0.8393,-0.0388,-0.2357,1.3985,0.8908,-0.6979,-1.6771,-1.1912,-1.1897,-0.3007,-1.183,-1.5127,-0.8781,178,13.41,157,12.05,2015,8,2
-1.2285,-0.3832,-0.1824,0.2367,-0.1465,-0.1824,-0.2021,0.9397,-0.162,-0.1102,-1.6089,-0.2789,-0.315,-0.2712,-0.2473,-1.4395,-0.2883,145,7.97,133,9.39,2015,8,3
-1.1345,-0.2244,-0.1489,0.0909,-0.3104,-0.1489,-0.3209,0.2437,-0.3261,0.3791,-1.5705,0.4671,0.5804,-0.252,0.6984,-1.3863,0.0015,104,18.41,51,4.84,2015,8,4
-1.5204,-0.3642,-0.4531,-0.1995,0.2391,-0.4531,-0.4346,0.2881,-0.0837,1.1633,-1.5082,0.0943,0.0445,-0.2378,0.08,-1.3126,-0.0082,62,2.55,169,5.26,2015,8,5
-1.8794,-0.2614,-0.0876,0.345,-0.2208,-0.0876,-0.4398,-0.0536,-0.3842,-0.5375,-1.4649,-0.0361,-0.0447,-0.2262,-0.0246,-1.2665,0.1186,35,0.89,18,2.88,2015,8,6
-1.5888,-0.8661,-0.5929,0.1398,4.595,-0.5929,-0.6308,0.9675,4.5438,-0.2672,-1.6597,-1.8898,-1.4823,-0.3066,-1.54,-1.5179,-3.4352,59,2.17,111,2.58,2015,8,7
-0.3624,-1.5902,-1.463,-1.1522,0.1068,-1.463,-1.2523,0.712,0.1004,-0.2037,-1.6308,-1.5866,-1.4205,-0.2998,-1.4274,-1.4945,-1.6732,45,1.01,35,4.67,2015,8,8
0.1151,-0.7263,-0.9595,-0.961,-0.4614,-0.9595,-1.0014,0.1027,-0.4793,-0.361,-1.5561,-0.3773,-0.4903,-0.2748,-0.3941,-1.4029,-0.2252,117,6.93,120,8.16,2015,8,9
-0.6487,-0.6497,-0.5215,-0.3505,-0.4661,-0.5215,-0.5676,0.2217,-0.4449,0.8269,-1.4935,0.2435,0.1728,-0.2459,0.2908,-1.3231,-0.0408,87,3.79,87,15.91,2015,8,10
-0.4891,-0.659,-0.4308,-0.1657,0.3259,-0.4307,-0.6274,0.4335,0.0423,1.6602,-1.4732,0.7366,0.8866,-0.2348,1.0226,-1.2988,-0.4533,47,3.82,49,4.83,2015,8,11
-0.6621,-0.6359,-0.4689,-0.2214,0.1404,-0.4689,-0.4695,1.0549,0.2181,1.3389,-1.465,-0.2925,-0.3411,-0.223,-0.2836,-1.2754,-0.6916,122,13.42,178,20.19,2015,8,12
-1.3569,-0.0444,0.2226,0.4812,-0.3659,0.2226,-0.0569,1.1166,-0.3446,1.0882,-1.5287,-0.0437,-0.0606,-0.2657,0.014,-1.3577,-0.9419,93,5.58,93,27.12,2015,8,13
-1.8007,0.2594,0.3717,0.5089,-0.1465,0.3717,0.3429,1.0106,-0.258,1.3645,-1.4956,0.3388,0.2336,-0.2395,0.3348,-1.3102,-0.1604,100,4.45,116,3.68,2015,8,14
-1.6339,1.0498,0.6719,0.4341,-0.4468,0.6719,0.7312,0.0619,-0.4432,-0.3562,-1.3571,-0.0841,-0.3068,-0.2027,-0.2529,-1.1548,0.4891,62,4.67,44,5.12,2015,8,15
-2.1796,1.3852,1.3898,1.4239,-0.3584,1.3898,1.2532,-0.4213,-0.3652,-0.5292,-1.2937,0.1824,0.0408,-0.1732,0.0791,-1.0775,0.5892,82,2.53,131,7.97,2015,8,16
-1.2372,1.4784,1.5451,1.3735,-0.2701,1.5451,1.3848,-0.5207,-0.2291,0.2191,-1.2515,0.5592,0.5277,-0.1517,0.5861,-1.0289,0.5788,114,13.36,80,24.01,2015,8,17
-0.5237,1.0855,0.9723,0.7471,-0.3942,0.9723,0.7878,-0.9645,-0.2756,0.6564,-1.1838,0.5555,0.4755,-0.1286,0.5107,-0.9533,0.5653,131,9.64,121,7.21,2015,8,18
-0.3471,0.8861,0.8352,0.8557,-0.4092,0.8352,0.6383,-0.6338,-0.3957,0.0313,-1.0497,0.3825,0.212,-0.0977,0.2209,-0.8243,0.6212,199,9.28,136,18.74,2015,8,19
-0.4461,0.8426,0.8081,0.7859,-0.5656,0.8081,0.6696,-0.3608,-0.5828,0.3182,-0.9336,0.8188,0.8117,-0.0708,0.8369,-0.7102,0.7753,98,14.75,65,7.72,2015,8,20
0.6015,0.5745,0.5423,0.4321,-0.4623,0.5423,0.4221,-0.0589,-0.4045,0.8764,-0.866,0.8651,0.7945,-0.0552,0.7991,-0.6441,0.6585,150,4.79,188,8.42,2015,8,21
1.381,0.5991,0.3008,-0.1217,-0.4363,0.3008,0.4482,-0.2653,-0.4453,0.4914,-0.7968,0.2965,0.1375,-0.0298,0.0847,-0.5768,0.7203,60,3.68,44,4.37,2015,8,22
0.2122,0.8353,0.6279,0.4382,-0.6684,0.628,0.5833,-0.415,-0.5557,-0.2694,-0.743,0.7994,0.7694,0,0.7541,-0.5135,0.8019,84,2.73,162,10.01,2015,8,23
-0.7923,0.9638,1.0206,1.0684,-0.5434,1.0206,0.99,-0.1496,-0.4943,-0.3405,-0.7022,0.729,0.6476,0.0224,0.567,-0.469,0.7571,51,2.47,49,5.91,2015,8,24
-1.6882,0.7333,0.8741,1.3112,3.0867,0.8741,0.5956,0.0546,1.8309,-0.2535,-0.6678,0.3069,0.2456,0.0401,0.1274,-0.4328,0.441,89,3.97,124,8.34,2015,8,25
-1.0604,0.4449,0.6758,0.9655,1.0482,0.6758,0.7531,0.609,1.4935,-0.339,-0.6813,-0.2864,-0.3515,0.0397,-0.4797,-0.4559,-0.1178,101,3.58,70,4.72,2015,8,26
-1.3186,0.7612,1.1916,1.5128,-0.4601,1.1916,1.3034,0.5457,-0.4986,-0.742,-0.6466,-0.1463,-0.2681,0.0609,-0.3727,-0.419,0.2545,71,6.41,58,4.9,2015,8,27
-1.6425,0.8836,1.3176,1.6144,-0.2912,1.3176,1.3624,0.9459,-0.3523,-0.199,-0.5913,0.5468,0.4072,0.0771,0.3189,-0.3677,0.1563,36,4.8,47,5.39,2015,8,28
-1.6051,0.1846,0.7415,1.1582,0.1288,0.7415,0.9155,1.3671,-0.0793,2.5818,-0.6789,1.3882,1.6868,0.075,1.6689,-0.4601,-0.3845,66,10.72,39,22.88,2015,8,29
-1.3209,-0.2493,-0.1242,0.0247,-0.5375,-0.1242,0.0628,0.5464,-0.462,1.1797,-0.6136,0.1753,0.0926,0.1034,0.0105,-0.4025,-0.0021,31,1.71,40,4.2,2015,8,30
0.1392,0.1608,-0.0427,-0.0924,-0.5349,-0.0427,0.0385,-0.0666,-0.5014,0.1088,-0.5632,0.1655,0.0396,0.1228,-0.0498,-0.353,0.2274,24,0.92,4,0.9,2015,8,31
0.1153,1.1881,1.2384,1.1169,-0.7147,1.2384,1.1439,0.1849,-0.7149,-1.0217,-0.5513,0.0695,-0.2442,-0.2395,-0.1003,-0.4111,0.9015,1,0.02,10,0.42,2016,6,1
-0.6188,1.2482,1.2646,1.2561,-0.5579,1.2646,1.1716,-0.2651,-0.555,-0.8086,-0.4538,0.3824,0.0967,-0.2194,0.2621,-0.3266,0.8494,2,0.04,0,0,2016,6,2
0.5632,1.4835,1.4951,1.4013,-0.7087,1.4951,1.4123,-0.204,-0.6039,-1.2897,-0.3754,0.0331,-0.2652,-0.2022,-0.2203,-0.2622,0.8692,9,0.41,7,0.33,2016,6,3
0.2439,1.7178,1.8284,1.8997,-0.7398,1.8284,1.5982,-0.0831,-0.7474,-1.4267,-0.2694,0.3165,-0.0214,-0.1796,0.0112,-0.1702,0.9723,9,0.11,5,0.14,2016,6,4
0.9431,1.5832,1.7486,1.7713,-0.306,1.7486,1.606,0.4712,-0.3262,-0.5877,-0.1463,1.0797,1.0232,-0.1554,0.9898,-0.0722,0.7916,13,0.58,8,0.82,2016,6,5
-0.1394,1.2624,1.3273,1.3284,-0.2345,1.3273,1.415,0.9612,-0.4352,-0.4246,-0.0462,0.3219,0.0839,-0.1318,0.054,0.0119,0.7971,5,0.05,3,0.03,2016,6,6
-0.5403,1.2129,1.3311,1.4115,-0.4508,1.3311,1.4087,1.2288,-0.4532,-0.6535,-0.0224,0.2441,0.0089,-0.1212,-0.0103,0.0282,0.6561,4,0.4,6,0.92,2016,6,7
-1.0695,1.2357,1.3834,1.6002,-0.5908,1.3834,1.2598,1.0394,-0.6222,0.0239,0.0332,0.9868,0.8024,-0.1105,0.8508,0.0672,0.7311,13,1.88,14,0.94,2016,6,8
-1.1247,0.8685,1.0227,1.17,-0.7393,1.0227,1.0157,0.253,-0.6556,1.1353,0.0799,1.7328,2.176,-0.0969,2.2604,0.1043,0.7539,11,0.92,3,0.15,2016,6,9
-1.2232,0.4469,0.6698,1.0397,-0.5116,0.6698,0.5116,0.0618,-0.5233,1.1864,0.1086,1.329,1.3246,-0.0845,1.3632,0.1265,0.6168,3,0.03,0,0,2016,6,10
-1.2143,0.0796,0.0621,0.5831,1.2578,0.0621,0.13,0.606,0.4546,0.0701,-0.1261,-0.7815,-0.8969,-0.107,-1.0009,-0.0843,-0.2675,9,0.7,14,0.9,2016,6,11
-0.6467,-0.5259,-0.2257,0.1408,3.7807,-0.2257,-0.1159,1.484,3.638,0.014,-0.4126,-1.0368,-0.955,-0.1768,-1.0844,-0.3603,-1.2059,15,1.32,13,1.32,2016,6,12
-0.5705,-0.2649,-0.1355,-0.0118,0.1285,-0.1355,-0.0404,0.9849,-0.0525,-0.579,-0.4262,-0.7702,-0.8468,-0.1752,-0.8966,-0.3783,-0.522,20,1.06,20,0.65,2016,6,13
-0.3913,-0.537,-0.4425,-0.2576,-0.3941,-0.4425,-0.4861,-0.0118,-0.3676,1.4279,-0.4021,0.7295,0.6896,-0.1703,0.873,-0.354,0.11,12,0.16,2,0.06,2016,6,14
-0.2899,-1.3926,-1.2345,-1.1333,0.2395,-1.2345,-1.2665,-0.5287,0.214,2.4025,-0.4025,1.2439,1.7241,-0.1715,2.0646,-0.3536,-0.1642,12,0.37,22,0.72,2016,6,15
-0.0346,-1.5568,-1.659,-1.8931,0.6599,-1.659,-1.5246,-0.6629,0.4438,0.6922,-0.473,-0.4387,-0.4222,-0.1782,-0.4054,-0.4041,-0.5577,31,13.66,27,6.63,2016,6,16
0.2488,-0.8337,-0.8563,-0.8073,0.5992,-0.8563,-0.8956,0.0409,0.9364,0.4426,-0.5199,0.1297,0.2685,-0.187,0.4256,-0.4422,-0.9072,25,2.61,30,2.01,2016,6,17
-1.6526,-0.5524,-0.4593,-0.2569,1.128,-0.4593,-0.5503,0.315,1.5598,0.7098,-0.5904,-0.301,-0.2313,-0.2121,-0.1649,-0.508,-1.3007,11,0.58,4,0.46,2016,6,18
-1.3929,0.703,0.2473,0.1469,-0.5588,0.2473,0.1885,-0.3382,-0.5211,-0.4469,-0.5613,-0.6029,-0.6993,-0.2076,-0.6843,-0.4841,0.0842,11,0.42,11,1.23,2016,6,19
-0.0928,1.4842,1.4334,1.4987,-0.4032,1.4334,1.1708,0.0917,-0.3627,-0.4106,-0.5226,0.5503,0.3893,-0.198,0.5475,-0.4504,0.6356,17,1.37,29,13.17,2016,6,20
-0.4861,1.5103,1.4811,1.5579,-0.4482,1.4811,1.3853,0.2463,-0.4955,0.0216,-0.4777,0.3666,0.2785,-0.1909,0.3467,-0.4134,0.8037,13,1.45,13,0.35,2016,6,21
0.0786,1.1331,1.2613,1.3046,-0.4492,1.2613,1.2389,0.3491,-0.4607,0.8197,-0.444,0.9898,1.0166,-0.1865,1.1244,-0.3879,0.8455,10,0.35,14,0.76,2016,6,22
1.3226,0.7625,0.7776,0.6304,-0.6001,0.7776,0.7024,-0.6667,-0.5334,1.1778,-0.4236,0.9792,0.8588,-0.1837,1.0049,-0.3741,0.8334,9,0.72,8,2.04,2016,6,23
1.2131,0.4166,0.3455,0.2608,-0.4288,0.3455,0.4048,-0.6782,-0.385,0.8978,-0.3932,0.5627,0.3453,-0.1813,0.4107,-0.3517,0.7508,88,17.82,92,21.1,2016,6,24
1.6586,0.6652,0.2218,-0.2123,-0.416,0.2218,0.3602,-0.9886,-0.4723,0.269,-0.3403,-0.1922,-0.3959,-0.1707,-0.3962,-0.3057,0.8272,45,7.99,42,9.83,2016,6,25
0.977,1.2441,1.0343,0.8401,-0.6962,1.0343,0.8816,-0.7147,-0.6701,-1.1951,-0.2817,0.4678,0.2958,-0.1617,0.3127,-0.2568,0.853,21,2.46,25,2.45,2016,6,26
-0.0562,1.409,1.4607,1.3905,-0.1861,1.4607,1.3098,0.1374,-0.3401,-0.4864,-0.2335,0.3699,0.1398,-0.1534,0.1642,-0.2201,0.7679,12,0.23,3,0.08,2016,6,27
-0.1191,1.4251,1.6269,1.877,-0.0567,1.6269,1.586,0.6474,-0.2302,-1.0254,-0.1858,-0.4098,-0.6537,-0.1448,-0.6498,-0.1849,0.5878,10,0.34,12,0.59,2016,6,28
-0.6789,1.0444,1.3255,1.6861,0.084,1.3255,1.3753,1.3496,0.0437,-0.7783,-0.105,-0.3016,-0.5752,-0.1288,-0.5996,-0.1171,0.4108,29,1.47,14,0.93,2016,6,29
-0.428,0.7717,1.0086,1.2044,-0.0554,1.0087,1.1046,1.3081,-0.087,-0.5729,-0.1716,-0.5172,-0.6975,-0.1245,-0.7258,-0.1772,0.2196,6,0.11,13,2.88,2016,6,30
-0.3667,0.3201,0.6226,0.904,1.2979,0.6227,0.7688,1.9032,1.3776,-0.9201,-0.6494,-1.0379,-1.0487,-0.2516,-1.0915,-0.629,-0.712,26,1.78,37,2.06,2016,7,1
-0.4837,-0.0768,0.2691,0.5565,0.9164,0.2691,0.4132,1.601,0.8999,-0.8044,-0.6699,-1.0353,-1.0095,-0.2663,-1.0377,-0.6657,-0.7619,37,2.23,13,1.66,2016,7,2
-0.1621,0.1281,0.32,0.4372,-0.0362,0.32,0.3724,0.8347,0.0622,-0.5852,-0.6327,-0.2075,-0.358,-0.2632,-0.3218,-0.6303,-0.1045,49,2.5,57,2.88,2016,7,3
0.0723,0.1511,0.2951,0.3114,-0.4086,0.2951,0.2937,0.1597,-0.4116,0.133,-0.6201,0.4396,0.2384,-0.2602,0.3,-0.6136,0.2399,8,0.14,7,0.89,2016,7,4
-0.6742,-0.2003,-0.0837,-0.0754,-0.4314,-0.0837,-0.0864,-0.392,-0.4282,0.865,-0.5182,0.7468,0.6643,-0.2496,0.7613,-0.5217,0.3662,8,0.17,19,1.14,2016,7,5
0.4938,-0.6209,-0.6014,-0.5989,-0.4209,-0.6014,-0.5199,-0.2723,-0.3477,1.1212,-0.3992,0.4459,0.3737,-0.2373,0.407,-0.4123,0.2101,7,0.09,11,0.48,2016,7,6
0.8818,-0.4956,-0.5833,-0.6681,-0.4167,-0.5833,-0.5143,-0.3655,-0.361,0.6018,-0.321,0.4367,0.3067,-0.2276,0.3127,-0.3339,0.2437,26,1.26,2,0.17,2016,7,7
-0.1146,-0.3011,-0.3889,-0.3406,-0.2956,-0.3889,-0.4417,-0.2476,-0.3154,1.011,-0.2755,0.9256,1.0429,-0.2175,1.0982,-0.2845,-0.1071,3,0.24,6,0.12,2016,7,8
-0.1237,-0.6111,-0.4158,-0.2184,-0.2825,-0.4158,-0.4415,0.1065,-0.1744,1.5993,-0.2511,0.9525,1.0374,-0.2128,1.0363,-0.2594,-0.3599,4,0.3,10,1.86,2016,7,9
0.2624,-1.1408,-1.2179,-1.1686,-0.2978,-1.218,-1.1514,-0.2979,-0.1947,2.9541,-0.2437,1.3986,1.6721,-0.2124,1.7092,-0.2507,-0.3871,5,0.11,3,0.03,2016,7,10
0.8235,-1.291,-1.8434,-2.0353,-0.4651,-1.8434,-1.5441,-1.4048,-0.5057,0.9124,-0.2106,-0.7993,-0.8543,-0.2078,-0.9179,-0.2172,0.1077,2,0.05,0,0,2016,7,11
1.3522,-0.6812,-0.9725,-1.2522,-0.4506,-0.9725,-1.1069,-1.4161,-0.3691,0.1021,-0.135,0.687,0.6425,-0.1963,0.6068,-0.146,0.3244,5,0.12,5,0.87,2016,7,12
1.3926,0.0835,-0.5293,-0.9248,-0.3372,-0.5293,-0.5226,-1.1463,-0.3191,0.1539,-0.0298,0.0449,-0.1075,-0.1664,-0.1532,-0.0418,0.6394,2,0.05,3,0.2,2016,7,13
1.5046,0.706,0.3895,-0.006,-0.3837,0.3895,0.1687,-1.1413,-0.4123,-0.928,0.0356,0.3949,0.2541,-0.139,0.2031,0.0247,0.8407,2,0.03,5,0.63,2016,7,14
0.4684,0.6608,0.521,0.1972,-0.5133,0.521,0.2829,-1.2824,-0.5282,0.3452,0.1014,1.2217,1.1585,-0.1253,1.1369,0.0875,1.011,6,0.06,6,0.15,2016,7,15
0.3057,0.1502,0.0944,-0.1098,-0.4533,0.0944,0.1317,-1.1954,-0.4948,0.969,0.1551,0.8886,0.9299,-0.1193,0.9033,0.1361,1.0458,4,0.12,4,0.31,2016,7,16
0.7241,0.0164,-0.0863,-0.3323,-0.5372,-0.0863,-0.1617,-1.3071,-0.4906,0.9289,0.2379,2.2241,2.3796,-0.1055,2.3132,0.2124,0.8809,3,0.03,1,0.01,2016,7,17
0.5711,-0.2763,-0.265,-0.3735,-0.5773,-0.2649,-0.3303,-0.956,-0.6251,1.9747,0.3457,2.1587,2.4521,-0.0821,2.4178,0.3172,0.6768,6,0.29,2,0.06,2016,7,18
0.7898,-0.2818,-0.379,-0.5111,-0.5817,-0.379,-0.4382,-0.872,-0.515,1.5683,0.4087,1.6384,1.8544,-0.0629,1.7965,0.3767,0.6928,8,0.15,10,0.25,2016,7,19
1.0593,0.1801,-0.135,-0.4272,-0.5889,-0.135,-0.1401,-0.914,-0.4654,0.933,0.4731,1.0762,1.1232,-0.0372,1.0302,0.441,0.7164,3,0.08,6,0.54,2016,7,20
0.8606,0.5055,0.3668,0.1273,-0.5605,0.3668,0.2269,-0.9657,-0.5646,0.8682,0.6505,1.6829,1.8815,0.0102,1.8429,0.6084,0.8158,14,0.53,10,0.42,2016,7,21
1.2175,0.8246,0.5178,0.2396,-0.6715,0.5178,0.4382,-1.3263,-0.5669,1.1729,0.805,1.312,1.4467,0.0511,1.3755,0.7485,0.8766,14,0.54,6,0.33,2016,7,22
1.254,1.036,0.5944,0.0113,-0.818,0.5943,0.5479,-1.4361,-0.7198,0.744,0.917,0.8502,0.8134,0.0728,0.7223,0.8487,1.0017,142,69.44,89,32.54,2016,7,23
1.2456,1.3875,0.8921,0.2899,-0.5877,0.8922,0.7106,-1.1907,-0.6134,0.7836,1.159,1.254,1.2846,0.1134,1.1986,1.0654,1.1899,92,30.61,119,25.23,2016,7,24
0.9832,1.3512,1.0628,0.6785,-0.5926,1.0628,0.8649,-1.0084,-0.5566,0.2602,1.3136,0.9379,0.9328,0.1465,0.8235,1.2123,1.0847,53,3.73,37,12.25,2016,7,25
1.2288,1.7347,1.4076,0.9567,-0.4903,1.4076,1.3995,-0.7023,-0.52,-0.4344,1.465,0.6315,0.5144,0.1704,0.408,1.3412,1.128,53,9.25,55,2.57,2016,7,26
1.024,2.2552,2.0432,1.7138,-0.5329,2.0432,1.9177,-0.527,-0.4732,-0.6257,1.5646,1.0241,1.0093,0.1981,0.9092,1.4301,1.1032,52,1.72,41,8.73,2016,7,27
0.1425,2.2191,2.1945,1.8455,-0.4002,2.1944,2.2023,-0.5048,-0.4051,-0.3764,1.6175,0.6618,0.548,0.2254,0.4467,1.4755,1.0651,23,2.38,38,3.81,2016,7,28
0.2885,2.2989,2.5323,2.4255,0.4514,2.5323,2.5709,0.1523,0.0354,-0.8839,1.5854,0.2708,0.092,0.226,0.0112,1.4301,1.1676,78,6.94,36,4.84,2016,7,29
0.3029,1.7877,2.0046,1.8875,0.0354,2.0046,2.089,0.6689,-0.074,0.0955,1.4707,0.7574,0.6619,0.2209,0.5691,1.3148,0.5579,75,7.24,43,6.31,2016,7,30
0.4697,0.9329,1.0345,0.8633,0.1007,1.0345,1.2964,0.5918,-0.0681,0.7774,1.4764,0.3742,0.2483,0.2397,0.1657,1.3156,0.433,92,5.69,87,4.41,2016,7,31
0.8536,0.6157,0.624,0.4458,0.1859,0.624,0.9196,0.3299,0.0351,-0.4062,1.4064,-0.1625,-0.2907,0.2508,-0.3539,1.2414,0.3079,49,9.9,26,3.56,2016,8,1
0.3643,0.7057,0.7515,0.6851,-0.3102,0.7515,0.8703,0.2403,-0.2519,-0.3737,1.3068,0.2266,0.1588,0.2609,0.079,1.147,0.2273,37,4.92,55,6.72,2016,8,2
0.2317,0.7252,0.5384,0.2035,-0.2699,0.5384,0.8821,0.0732,-0.2355,0.3917,1.3226,-0.1584,-0.2976,0.2949,-0.3935,1.1675,0.2738,54,3.23,37,5.7,2016,8,3
-0.2415,0.2601,0.1615,0.1165,0.6903,0.1615,0.3357,0.1195,0.5759,-0.3576,1.2181,-0.5877,-0.5865,0.2077,-0.7183,1.0258,-0.3675,40,4.41,43,2.79,2016,8,4
-0.8229,-0.4122,-0.1379,0.3141,2.6311,-0.1379,0.0335,0.7147,2.5719,0.0174,1.0654,-0.4492,-0.4952,0.2158,-0.561,0.9055,-0.3177,31,2.09,30,4.41,2016,8,5
0.8121,-0.3313,-0.3481,-0.5405,-0.1336,-0.3481,-0.2612,-0.2204,-0.2994,0.7334,1.1177,0.5949,0.4555,0.2258,0.4774,0.9591,0.2691,21,1.09,21,1.16,2016,8,6
1.3308,-0.2139,-0.3347,-0.5913,-0.5085,-0.3347,-0.3313,-0.8389,-0.5169,1.1294,1.1853,0.9836,0.9609,0.2348,1.0306,1.0185,0.6224,42,2.15,49,7.35,2016,8,7
1.1707,-0.3131,-0.3841,-0.5257,-0.3916,-0.3841,-0.6121,-1.19,-0.3943,0.6399,1.2981,1.4395,1.5862,0.2699,1.6264,1.132,0.6366,59,7.7,49,22.36,2016,8,8
0.971,-0.7995,-1.0664,-1.3359,-0.4824,-1.0664,-1.0618,-0.9058,-0.4861,1.8938,1.3455,1.24,1.4948,0.2902,1.5522,1.1813,0.453,94,5.77,88,9,2016,8,9
0.9433,-0.8516,-1.1252,-1.475,-0.4811,-1.1252,-0.9282,-0.6536,-0.4748,0.7718,1.3814,0.3742,0.339,0.3124,0.3142,1.2188,0.4136,45,11.91,11,1.07,2016,8,10
1.2909,-0.2277,-0.4262,-0.5444,-0.4834,-0.4263,-0.3789,-0.7002,-0.5219,-0.5544,1.4181,-0.1013,-0.2644,0.3288,-0.3264,1.2586,0.5202,14,0.87,20,1.4,2016,8,11
1.272,0.3194,0.2789,0.2569,-0.5577,0.2789,0.3271,-0.551,-0.5376,-1.5621,1.4882,-0.379,-0.5492,0.3438,-0.6384,1.3223,0.6145,11,0.22,8,0.32,2016,8,12
1.0465,1.2249,1.0452,0.7064,-0.5334,1.0452,0.9876,-0.834,-0.4863,-1.7713,1.591,-0.2299,-0.4088,0.3643,-0.5083,1.4197,1.0182,18,0.93,12,0.72,2016,8,13
1.267,1.4125,1.3763,1.0353,-0.4817,1.3763,1.0982,-0.8595,-0.4702,-0.7395,1.6902,1.0691,1.0294,0.3944,0.9432,1.513,1.0161,40,3.01,59,10.61,2016,8,14
0.8845,1.1217,1.0661,0.8138,-0.4544,1.0661,1.1012,-0.6032,-0.4411,0.4832,1.7244,0.9289,1.1596,0.413,1.1013,1.5363,0.7961,42,4.64,24,1.59,2016,8,15
1.1076,1.2357,1.089,0.8463,-0.4046,1.089,0.9201,-1.0862,-0.3693,0.1603,1.7476,1.0629,1.2129,0.4338,1.1661,1.5584,0.7946,41,2.86,76,14.68,2016,8,16
0.9574,1.1583,1.2257,1.1043,-0.1815,1.2257,1.0906,-0.8522,-0.1932,0.3846,1.76,1.0097,1.2145,0.4432,1.167,1.568,0.6888,89,12.2,61,34.41,2016,8,17
0.512,0.9199,1.1421,0.9956,-0.3838,1.1421,1.0754,-0.5754,-0.2752,-0.3241,1.799,0.5424,0.5069,0.4512,0.4255,1.5978,0.5772,116,40.56,115,14.77,2016,8,18
0.7416,0.9864,1.1121,0.9957,-0.4054,1.1121,1.1302,-0.3253,-0.404,-0.8963,1.7689,0.3214,0.1603,0.4751,0.1005,1.5731,0.6218,135,27.99,98,30.61,2016,8,19
0.4953,0.9857,1.1227,1.1198,-0.5482,1.1227,1.1142,-0.6242,-0.5888,-0.1699,1.8207,0.5493,0.4225,0.4988,0.3567,1.6184,0.8229,80,8.96,147,16.7,2016,8,20
-0.3392,0.7656,1.0644,1.1071,0.0551,1.0645,1.0185,-0.3948,-0.0621,0.1354,1.8224,0.5016,0.3793,0.5121,0.3137,1.6208,0.6844,91,9.77,85,24.42,2016,8,21
-1.0371,0.1998,0.3845,0.643,0.9807,0.3845,0.4226,0.0528,0.9741,0.5717,1.7999,0.3988,0.4018,0.5237,0.321,1.5953,0.2914,82,17.84,59,16.97,2016,8,22
-0.0782,-0.1285,-0.2017,-0.234,1.1023,-0.2017,0.021,-0.0023,0.7238,-0.1294,1.8198,0.0628,0.1294,0.4953,0.0072,1.5824,-0.0309,75,12.04,86,7.04,2016,8,23
1.2164,0.0172,0.0306,0.0363,-0.474,0.0306,0.0583,-0.6783,-0.4825,-0.6061,1.8726,0.2695,0.1046,0.5177,-0.0035,1.6341,0.6517,62,5.88,54,18.69,2016,8,24
1.1699,-0.2635,-0.2072,-0.3035,-0.6252,-0.2072,-0.1633,-1.176,-0.5424,0.3709,1.9182,0.5716,0.5017,0.5349,0.4407,1.6782,0.8173,69,10.68,87,8.54,2016,8,25
0.4789,-0.5331,-0.3922,-0.256,-0.4109,-0.3922,-0.4856,-0.9825,-0.4388,-0.3417,1.9383,0.5623,0.44,0.5465,0.3681,1.7033,0.6504,25,1.75,18,1.63,2016,8,26
0.0176,-0.9428,-0.7424,-0.592,1.8628,-0.7424,-0.687,-0.0248,2.1227,-0.4137,1.8511,-0.4083,-0.3502,0.4537,-0.482,1.5894,-0.7096,9,0.18,6,0.4,2016,8,27
0.6733,-0.2751,-0.5415,-0.5912,-0.352,-0.5415,-0.3357,-0.1251,-0.3634,-0.75,1.887,-0.5494,-0.6426,0.4675,-0.7207,1.6231,0.2402,8,0.24,17,1.41,2016,8,28
-0.0703,0.3497,0.2303,0.1797,-0.4301,0.2304,0.0917,-0.7001,-0.3586,-1.0334,1.9088,-0.1355,-0.2913,0.4966,-0.3732,1.6478,0.5084,45,6.45,39,3.77,2016,8,29
-0.8795,0.5833,0.7786,0.9222,-0.5951,0.7786,0.5535,-0.7574,-0.4938,-0.384,1.9012,0.9425,0.9047,0.5253,0.8427,1.65,0.6081,61,3.1,46,5.92,2016,8,30
-0.4806,0.5749,0.9613,1.1248,-0.5835,0.9613,0.8424,-0.1681,-0.5338,0.921,1.9053,1.9665,2.1387,0.5255,2.1341,1.6552,0.5937,29,1.31,17,1.59,2016,8,31
