year,month,day,hlml,pblh,speed,evland,gwetprof,gwetroot,gwettop,lhland,lwland,shland,swland,tsat,tsoil1,tsoil2,tsoil3,tsoil4,tautot,h850,h500,omega500,q850,qv2m,slp,t850,t2m,tmax,tmin,t2mdew,tqv,zlcl,pr,pr7,pr15,pr30,pr60,pr90,pr180,fpc1,frp1,fpc2,frp2
2002,10,1,63.0353966,926.16217,5.110219,0.309930623,0.445867866,0.441646725,0.16573365,8.84779072,-103.937325,98.6676559,188.927368,283.6604,286.844849,289.413147,291.974609,292.606293,9.43792248,1467.16626,5642.31494,5.41E-02,4.38108253,4.97324133,1012.0943,282.629425,284.482178,294.439117,281.044525,274.719025,9.31848049,1447.98083,0.598711073,1.60935628,1.61558497,2.64432907,3.33049941,6.10112,41.0705795,23,491.360962,1.36172783,2.69140077
2002,10,2,62.7864037,959.288818,6.53586292,0.203161344,0.446196854,0.442125112,0.174892545,5.81877375,-118.120178,94.9701157,206.563141,282.768005,285.630035,288.05368,291.269409,292.470184,4.31540489,1474.95874,5600.9917,0.366839856,2.36146832,3.00791574,1014.16888,282.105682,283.746918,292.592926,278.13385,268.233429,6.67158031,2206.10645,0.294814557,1.90499699,1.91099274,2.93992782,3.42806268,6.3967576,41.3593826,0,0,0,0
2002,10,3,63.3714561,740.75885,4.22778368,9.75E-02,0.446199596,0.442127049,0.174895063,2.78525877,-125.57177,82.0201035,205.980591,284.171387,285.689423,287.416077,290.570282,292.299042,1.65E-02,1499.19897,5737.37012,0.279256672,1.75047922,2.09088755,1013.97797,284.324066,285.489777,291.930634,277.213867,263.972015,6.66803074,3153.03052,2.11E-03,1.90433908,1.90717161,2.93987894,3.29138803,6.36803436,41.3101501,29,810.080994,1.46239805,2.90852833
2002,10,4,64.0321121,867.802002,3.08780241,0.15541321,0.446119457,0.442006528,0.172713265,4.43671513,-104.212929,85.3916855,196.761063,286.94165,287.55249,287.868896,290.067963,292.103302,4.36257362,1499.20874,5746.81396,4.99E-02,2.58070707,3.06351352,1013.08276,286.394379,288.457062,295.639069,278.537994,268.260681,12.246582,2991.62988,0.14794223,1.91269314,2.02752566,3.06016111,3.41234422,6.48194885,41.4236069,3,86.897995,0.477121264,1.93900979
2002,10,5,64.4870605,768.10022,3.63736749,0.117075391,0.446112633,0.44199574,0.172689646,3.34220219,-108.529976,81.5013351,198.429337,288.368042,288.908783,288.734314,289.895081,291.904907,0.510890365,1517.85791,5782.32715,0.16006951,4.06658268,4.28476572,1014.03174,288.803436,289.816498,297.154022,281.662201,273.006073,11.9612484,2600.31104,6.39E-02,1.17640245,2.03426743,3.02951479,3.420084,6.48968887,41.3597679,9,415.684998,0.954242527,2.6187644
2002,10,6,64.9092102,712.989319,4.26297998,0.151881337,0.446098715,0.441972047,0.172509462,4.33582544,-115.726433,67.948082,197.931274,290.067413,290.462128,289.656128,289.960144,291.723969,1.36E-03,1544.51526,5860.57715,9.58E-02,3.745157,4.10618258,1015.32874,291.183807,291.643677,299.505066,282.968689,272.660278,11.4837132,2936.47021,0.153961569,1.13708818,2.03375721,2.17949247,3.420084,6.48964453,41.2263336,19,621.655029,1.27875364,2.79354954
2002,10,7,65.4297638,731.539062,4.07500219,8.97E-02,0.446027577,0.441867828,0.170770764,2.56079221,-118.547005,67.2904968,197.206528,291.413818,291.825623,290.713562,290.21933,291.573029,0,1549.7417,5882.32666,5.92E-02,3.37445164,3.71986508,1014.90399,293.645966,293.476807,302.456085,284.183136,271.327698,9.71367931,3438.84277,4.64E-03,1.02489161,2.03374076,2.16195822,3.420084,6.48964453,41.2006378,2,34.4249992,0.30103001,1.53687394
2002,10,8,65.4858704,692.848022,4.12528753,9.78E-02,0.445896804,0.441680163,0.16738531,2.79318237,-124.72448,63.9375534,197.055847,291.519745,292.305359,291.429077,290.581207,291.459625,3.51E-04,1518.52637,5854.26074,7.73E-02,3.15299439,3.33296084,1011.18085,294.332581,293.8461,303.494537,286.044403,269.61676,7.89361,3712.84277,8.16E-03,0.424384534,2.03374076,2.16052985,3.41999054,6.48964453,41.1924782,6,104.852005,0.778151274,2.02057672
2002,10,9,65.2790985,768.685486,3.36244917,7.83E-02,0.44577089,0.44149974,0.164145201,2.23432946,-113.854538,61.8173866,174.33049,290.427734,291.619385,291.575867,290.9086,291.382141,0.657656431,1507.34778,5827.27734,9.59E-03,3.07414842,3.62748075,1010.55127,293.661255,293.115875,303.688141,286.446014,270.210388,7.87468386,3497.10156,9.02E-03,0.12911202,2.03410912,2.16089797,3.40096641,6.44118404,41.153595,0,0,0,0
2002,10,10,64.6572571,654.567017,4.18956852,3.72E-02,0.445675671,0.441363871,0.161756143,1.0620389,-83.8433685,54.0266342,128.486603,288.853668,291.154053,291.394196,291.08374,291.32959,5.7872467,1497.19434,5800.29346,-5.61E-02,3.89143801,4.75690031,1010.61407,291.036133,290.856537,302.263947,286.519867,273.744781,12.4203453,2601.979,5.21E-04,0.129521787,2.03451872,2.16113305,3.3765111,6.10142517,41.1474419,3,42.7279968,0.477121264,1.63071251
2002,10,11,63.8757591,598.562134,3.89316273,8.11E-02,0.445638835,0.441313714,0.160979241,2.31478119,-85.8814697,60.4683762,139.493332,287.193054,289.274567,290.473511,291.076813,291.288666,4.62190199,1499.33838,5777.93018,2.81E-02,4.4788394,5.99754286,1012.71008,287.372162,287.986725,299.598145,285.326843,277.123016,12.6985989,1602.93396,6.42E-02,6.07E-02,2.0860219,2.21320033,3.42676497,5.9535203,41.1387634,15,331.450989,1.17609131,2.52041936
2002,10,12,64.2263641,690.744873,4.04521894,0.127265573,0.445608467,0.441273242,0.160365835,3.6331079,-96.8794098,48.880127,148.860901,287.487701,288.6427,289.602722,290.844879,291.242737,2.77457309,1546.69385,5819.29785,-3.66E-02,3.51344538,4.02217627,1017.46393,289.278107,288.878265,296.490021,282.744751,271.089447,10.7154198,2712.98413,9.37E-02,0.134521797,2.05495501,2.29445434,3.47644663,5.95985794,40.7623596,3,68.1029968,0.477121264,1.83316624
2002,10,13,64.7102051,790.718079,3.64418387,0.10890083,0.445576936,0.441230893,0.159638956,3.10884142,-100.539093,45.4252129,147.772034,288.294281,289.390289,289.704895,290.606903,291.183258,1.67124653,1560.68506,5835.27148,1.12E-02,2.64715743,3.27400589,1018.29999,291.456604,290.394379,299.064606,282.671722,268.976318,9.98169041,3353.87744,8.24E-02,0.145709515,1.32211196,2.30554605,3.4874866,5.92765665,40.6452026,7,149.449005,0.845098019,2.17449307
