year,month,day,hlml,pblh,speed,evland,gwetprof,gwetroot,gwettop,lhland,lwland,shland,swland,tsat,tsoil1,tsoil2,tsoil3,tsoil4,tautot,h850,h500,omega500,q850,qv2m,slp,t850,t2m,tmax,tmin,t2mdew,tqv,zlcl,pr,pr7,pr15,pr30,pr60,pr90,pr180,fpc1,frp1,fpc2,frp2
2002,10,1,62.9243431,733.816406,7.80348015,0.133078292,0.440763563,0.43620941,0.236708492,3.79904866,-110.313927,102.673752,201.532776,283.361603,286.179749,288.319458,290.560364,290.709442,10.8449726,1494.47034,5636.90283,0.24966605,2.8365531,4.58266783,1017.41956,279.017609,284.280396,291.689117,280.280792,273.998474,7.64581871,1498.22241,0.102062061,0.4724406,1.19199061,1.91056025,2.31012774,3.18203807,73.8026962,13,663.879944,1.11394334,2.82208943
2002,10,2,63.1396904,719.462463,7.59580517,6.90E-02,0.440701663,0.436151028,0.236012504,1.96981931,-123.376785,85.7814484,204.762955,283.361511,285.763916,287.434998,289.935547,290.605499,0.190459102,1517.83459,5710.84619,0.292940766,2.12740374,3.53126526,1018.69696,280.568329,284.685181,290.798309,279.269135,270.170868,6.49385023,2196.69238,8.65E-04,0.444331288,0.602274776,1.90953338,2.24002409,3.17430663,73.6802063,7,167.042984,0.845098019,2.22282815
2002,10,3,63.689743,538.244629,5.90106964,0.123668954,0.440625876,0.436071724,0.235141337,3.53043365,-99.6216812,75.9692307,177.477051,285.323334,286.52594,287.328644,289.404846,290.472168,2.01550412,1519.48572,5775.97021,0.114056975,3.14072895,4.0302949,1016.12134,284.731873,286.353424,292.713989,278.759308,271.422943,14.0876741,2358.5415,0.144955903,0.501150727,0.530911624,1.90175414,2.24428582,3.23106766,73.5883026,17,449.027954,1.23044896,2.65227342
2002,10,4,63.9479752,598.775635,5.45997524,0.201153874,0.440790743,0.436335325,0.239805371,5.74243116,-87.0706711,89.2238388,187.67659,287.862366,288.291504,288.020538,289.11084,290.324005,3.98788214,1512.40173,5750.86768,0.153205261,5.63975382,6.80832148,1015.3208,284.896332,287.86441,294.951752,280.759583,280.110504,16.3908901,1244.23413,0.29449901,0.758692801,0.825412869,2.19625497,2.53359199,3.50917053,73.8530731,18,515.697021,1.25527251,2.71239471
2002,10,5,64.3545914,589.726746,5.51083946,7.76E-02,0.440805167,0.436368406,0.24049595,2.21602321,-93.5618439,87.8537598,189.426224,288.581268,289.14978,288.737305,289.088257,290.181427,0.533298612,1530.70947,5816.80713,0.152577654,4.61820364,5.65720129,1015.63812,288.090149,289.204773,295.870544,282.568451,277.532135,17.2056446,1887.41394,2.64E-02,0.770772994,0.847940862,2.21882057,2.55283093,3.51669192,73.7746887,4,378.609009,0.60206002,2.57819104
2002,10,6,64.83004,507.145813,5.62398958,9.72E-02,0.440731585,0.4362773,0.23936519,2.77361608,-104.044731,71.6118851,191.997879,290.631378,290.837738,289.608765,289.225891,290.058105,0.112204596,1560.89038,5884.47705,0.119957976,4.94228983,6.06825876,1017.30493,290.523682,291.086029,297.528809,283.142731,278.653961,13.9843102,2031.5614,2.70E-02,0.514027417,0.853021801,2.06044245,2.55791187,3.51170254,69.7689285,8,291.35199,0.90309,2.46441793
2002,10,7,65.2204742,506.775085,5.13174438,1.00E-01,0.440612972,0.436117798,0.23720561,2.85472369,-114.461266,66.1311722,193.068588,291.390717,291.927765,290.625153,289.53952,289.963318,3.41E-03,1562.93188,5898.52246,9.95E-02,3.46294785,4.75394106,1016.43677,293.485596,292.376923,301.017853,284.27063,274.888641,9.16878414,2845.32104,2.37E-03,0.481382489,0.85275799,1.89545214,2.55819058,3.51199985,68.2474594,1,64.3160019,0,1.80831909
2002,10,8,65.1042633,504.628723,5.09535456,8.02E-02,0.440481007,0.435934901,0.234706491,2.290797,-119.124115,68.312355,191.960114,290.782196,291.812103,291.131714,289.913727,289.902985,7.76E-03,1525.96313,5854.00488,7.38E-02,2.52237058,4.18578672,1012.25171,293.692535,291.935944,301.919769,285.361938,272.581329,7.74584675,3086.97314,2.52E-03,0.380236506,0.852769256,1.89065456,2.55820179,3.50783396,67.1731033,12,230.238007,1.07918119,2.36217713
2002,10,9,64.9239349,561.096863,4.21776152,6.24E-02,0.440383285,0.435804784,0.232980892,1.78011036,-103.316788,51.8291512,150.584442,289.557068,290.868622,290.949799,290.176941,289.871552,1.56895244,1502.30359,5803.89893,1.38E-02,2.23883748,3.92384458,1010.4455,292.778961,291.331207,301.080566,284.761536,271.446899,7.29770374,3135.58521,1.38E-03,0.380465269,0.85331589,1.89129341,2.55800271,3.50751948,66.9781799,9,439.156982,0.954242527,2.64261985
2002,10,10,64.0801849,482.767426,5.09433556,4.20E-02,0.440315634,0.435712606,0.231813431,1.19967306,-86.8752747,75.2725601,149.301788,287.207428,289.347198,290.273315,290.238281,289.854828,5.60240221,1479.02722,5742.10986,-0.149551049,2.44829559,5.10387135,1010.34265,288.603394,288.427795,299.709534,285.672058,275.243347,10.1072674,2043.99963,2.78E-03,0.32558322,0.827267885,1.89004028,2.55935001,3.48158336,66.4652023,16,351.742981,1.20412004,2.54622555
