"Date","Time","FP_latitude","FP_longitude","FP_power"
"2003-01-03","21:00",34.60143,-117.3407,6.88
"2003-01-03","21:00",35.35491,-118.98192,2.851
"2003-01-05","20:50",34.59923,-117.33814,5.733
"2003-01-06","10:30",33.94864,-117.63927,52.652
"2003-01-06","10:30",33.93847,-117.59889,262.596
"2003-01-06","10:30",33.93431,-117.60923,273.929
"2003-01-06","21:30",33.39139,-118.42327,17.884
"2003-01-06","21:30",33.38958,-118.44381,25.102
"2003-01-06","21:30",33.39338,-118.42996,29.031
"2003-01-06","21:30",33.93573,-117.60671,27.257
"2003-01-06","21:30",33.93377,-117.63228,74.178
"2003-01-06","21:30",33.95506,-117.531,60.883
"2003-01-06","21:30",33.95309,-117.55672,63.849
"2003-01-07","09:35",34.05174,-118.87674,10.463
"2003-01-07","09:35",34.0502,-118.86356,15.556
"2003-01-07","20:35",36.07635,-121.00155,11.502
"2003-01-08","21:20",39.47287,-123.67383,12.979
"2003-01-10","21:05",32.74059,-115.46878,48.446
"2003-01-12","20:55",34.9812,-118.85081,4.168
"2003-01-12","20:55",34.97933,-118.86237,5.553
"2003-01-12","20:55",36.28543,-119.22006,5.279
"2003-01-14","20:40",33.30128,-116.9778,7.651
"2003-01-14","20:40",33.69255,-116.13934,13.114
"2003-01-14","20:40",33.6905,-116.15156,5.932
"2003-01-14","20:40",34.86816,-114.56985,11.654
"2003-01-14","20:40",34.86652,-114.58079,16.834
"2003-01-16","09:30",32.54643,-116.99666,9.183
"2003-01-16","09:30",32.54402,-117.00429,8.988
"2003-01-16","20:30",32.67121,-115.32037,17.685
"2003-01-17","21:10",32.51839,-114.84612,11.587
"2003-01-17","21:10",34.08709,-117.5308,6.864
"2003-01-17","21:15",38.53594,-122.48074,4.526
"2003-01-20","21:45",39.37832,-121.26949,18.24
"2003-01-20","21:45",39.38526,-121.27947,40.412
"2003-01-21","20:45",32.65267,-114.93141,29.697
"2003-01-21","20:45",32.65114,-114.94195,16.83
"2003-01-21","20:45",32.6105,-116.78611,7.821
"2003-01-21","20:45",32.82105,-116.50381,9.857
"2003-01-21","20:50",33.81501,-114.46819,6.824
"2003-01-21","20:50",33.69135,-116.14063,6.767
"2003-01-21","20:50",34.08859,-117.53485,7.69
"2003-01-21","20:50",34.6666,-118.98299,20.051
"2003-01-23","20:35",35.17889,-114.5643,14.467
"2003-01-23","20:35",35.17696,-114.57613,36.907
"2003-01-26","21:05",34.6032,-117.34002,6.644
"2003-01-26","21:05",34.40738,-119.52206,5.037
"2003-01-27","20:10",33.09582,-116.45763,50.047
"2003-01-27","20:10",33.08863,-116.45883,53.669
"2003-01-28","20:55",32.59525,-116.80756,8.068
"2003-01-28","20:55",38.7194,-119.79405,8.199
"2003-01-28","20:55",38.72848,-119.79636,11.545
"2003-01-29","20:00",33.45551,-114.68459,149.081
"2003-01-29","20:00",33.45753,-114.69047,180.584
"2003-01-29","20:00",38.31471,-115.17133,67.626
"2003-01-29","21:35",33.6361,-116.12434,40.881
"2003-01-29","21:35",34.38424,-118.89038,20.228
"2003-01-29","21:40",38.31024,-115.17741,25.311
"2003-01-29","21:40",38.31021,-115.1871,36.823
"2003-01-30","20:40",33.55469,-116.01204,9.56
"2003-01-30","20:40",33.55529,-116.02457,8.876
"2003-01-30","20:40",33.55419,-116.01935,14.633
"2003-01-30","20:40",33.5065,-114.68824,15.137
"2003-01-30","20:40",34.41027,-119.09708,14.892
"2003-01-30","20:40",34.42168,-119.09608,14.778
"2003-01-30","20:40",34.65723,-118.98165,20.212
"2003-01-30","20:40",34.68016,-118.99978,60.383
"2003-01-30","20:40",34.6806,-119.01938,16.494
"2003-02-02","21:10",34.08857,-117.53824,8.535
"2003-02-02","21:15",36.65791,-120.04918,6.74
"2003-02-02","21:15",36.66708,-120.05099,6.557
"2003-02-02","21:15",37.47746,-120.74504,4.05
"2003-02-02","21:15",37.58039,-121.00888,4.301
"2003-02-03","20:15",33.2933,-116.36378,47.701
"2003-02-03","20:15",33.29633,-116.37152,40.369
"2003-02-04","21:00",34.60059,-117.34125,6.773
"2003-02-04","21:00",34.59964,-120.29266,4.432
"2003-02-04","21:00",35.99991,-119.55168,3.462
"2003-02-04","21:00",35.97757,-121.15168,42.719
"2003-02-04","21:00",35.97556,-121.16382,7.304
"2003-02-04","21:00",35.98688,-121.15393,36.06
"2003-02-04","21:00",35.98487,-121.16614,29.05
"2003-02-04","21:00",36.60986,-119.60978,7.456
"2003-02-04","21:00",36.64619,-119.98425,10.013
"2003-02-04","21:00",36.66446,-120.04707,10.109
"2003-02-04","21:00",37.97713,-121.4642,4.661
"2003-02-05","20:05",32.84049,-115.64218,81.472
"2003-02-05","20:05",32.83044,-115.68404,38.812
"2003-02-05","20:05",32.82868,-115.6459,80.401
"2003-02-05","20:05",33.10094,-115.4436,95.534
"2003-02-05","20:05",33.09119,-115.48376,32.688
"2003-02-05","20:05",33.11682,-115.44923,728.898
"2003-02-05","20:05",33.10711,-115.48943,167.745
"2003-02-05","20:05",33.10646,-115.45034,683.247
"2003-02-05","20:05",33.09649,-115.49041,70.059
"2003-02-06","20:45",33.44819,-114.70872,10.706
"2003-02-06","20:45",33.44669,-114.71934,105.361
"2003-02-06","20:45",33.47338,-114.7248,17.374
"2003-02-06","20:45",33.56421,-114.67361,9.232
"2003-02-06","20:45",33.55195,-116.0174,9.6
"2003-02-06","20:45",33.56093,-116.01937,17.142
"2003-02-06","20:50",34.60196,-117.342,6.211
"2003-02-06","20:50",34.46463,-119.23725,7.713
"2003-02-06","20:50",35.12572,-119.29519,7.202
"2003-02-06","20:50",35.12326,-119.30906,8.537
"2003-02-06","20:50",35.61137,-119.29778,8.704
"2003-02-06","20:50",35.85465,-118.73235,6.277
"2003-02-06","20:50",36.4892,-119.82421,21.747
"2003-02-06","20:50",36.66591,-120.05215,9.973
"2003-02-06","20:50",38.96814,-123.03528,12.545
"2003-02-07","21:30",33.55505,-116.03025,55.379
"2003-02-07","21:30",36.4249,-119.28831,14.332
"2003-02-07","21:30",37.39687,-120.75635,6.102
"2003-02-07","21:30",38.91329,-123.20519,7.613
"2003-02-07","21:30",38.992,-123.02817,20.148
"2003-02-07","21:30",38.99053,-123.0421,10.252
"2003-02-07","21:30",39.33816,-121.1058,31.194
"2003-02-08","20:35",32.99856,-115.41933,82.663
"2003-02-08","20:35",32.99625,-115.43276,21.202
"2003-02-08","20:35",33.00014,-115.41241,28.51
"2003-02-08","20:35",32.99777,-115.4258,45.83
"2003-02-08","20:35",33.16397,-115.41697,35.658
"2003-02-08","20:35",33.17385,-115.41942,43.216
"2003-02-08","20:35",33.17154,-115.43285,35.726
"2003-02-08","20:35",36.65766,-120.04604,12.896
"2003-02-08","20:35",36.63076,-120.61763,10.499
"2003-02-08","20:35",39.61379,-118.94611,5.711
"2003-02-08","20:35",39.61063,-118.96279,7.561
"2003-02-08","20:35",39.72252,-119.06471,3.656
"2003-02-09","21:20",33.91169,-118.40131,8.709
"2003-02-09","21:20",34.09301,-117.53067,7.556
"2003-02-09","21:20",36.17249,-121.22643,3.722
"2003-02-09","21:20",36.62444,-118.97148,12.497
"2003-02-09","21:20",37.68236,-120.2776,12.554
"2003-02-09","21:20",37.68081,-120.2915,5.296
"2003-02-09","21:20",38.21251,-120.44077,6.129
"2003-02-10","20:25",39.53373,-122.09556,33.816
"2003-02-10","20:25",39.52906,-122.10136,45.812
"2003-02-10","20:25",39.73167,-122.75245,84.031
"2003-02-10","20:25",39.72327,-122.78525,83.387
"2003-02-10","20:25",39.72393,-122.75741,130.109
"2003-02-10","20:25",39.71555,-122.78936,83.133
"2003-02-10","22:05",39.69032,-122.78049,99.751
"2003-02-11","21:05",35.37284,-119.28587,5.684
"2003-02-11","21:05",35.54097,-119.47535,5.123
"2003-02-11","21:05",36.0231,-119.17863,4.367
"2003-02-11","21:05",36.23964,-120.08068,6.985
"2003-02-11","21:05",36.25008,-120.07163,6.141
"2003-02-11","21:05",36.24853,-120.08262,71.811
"2003-02-11","21:05",36.24698,-120.09361,6.692
"2003-02-11","21:05",36.42109,-119.15226,5.655
"2003-02-11","21:05",36.42996,-119.43156,4.164
"2003-02-11","21:05",36.39504,-119.68781,4.169
"2003-02-11","21:05",36.43727,-119.51356,38.193
"2003-02-11","21:05",36.43575,-119.52472,5.555
"2003-02-11","21:05",36.44318,-119.53776,6.518
"2003-02-11","21:05",36.48491,-119.29976,5.123
"2003-02-11","21:05",36.54934,-119.30157,6.064
"2003-02-11","21:05",36.54783,-119.31285,4.4
"2003-02-11","21:05",36.47718,-119.96301,3.794
"2003-02-11","21:05",36.56708,-119.36881,23.337
"2003-02-11","21:05",36.57456,-119.38194,5.235
"2003-02-11","21:05",36.56091,-119.55206,4.218
"2003-02-11","21:05",36.53488,-119.81004,3.951
"2003-02-11","21:05",36.5438,-119.81196,6.003
"2003-02-11","21:05",36.6064,-119.76352,16.371
"2003-02-11","21:05",36.67578,-119.3171,4.555
"2003-02-11","21:05",36.67428,-119.32843,5.618
"2003-02-11","21:05",36.6502,-119.50852,6.768
"2003-02-11","21:05",36.6651,-119.53474,3.638
"2003-02-11","21:05",36.69899,-119.69156,5.577
"2003-02-11","21:05",36.73367,-119.63564,6.91
"2003-02-11","21:05",36.75916,-119.58344,4.361
"2003-02-11","21:10",39.6731,-122.72379,33.802
"2003-02-11","21:10",39.68283,-122.7208,33.373
"2003-02-11","21:10",39.68096,-122.73273,56.263
"2003-02-11","21:10",39.69719,-122.68845,6.543
"2003-02-11","21:10",39.68992,-122.73509,12.568
"2003-02-11","21:10",39.68819,-122.74626,8.858
"2003-02-13","20:55",35.22055,-119.06908,5.189
"2003-02-13","20:55",38.73766,-120.42891,7.947
"2003-02-13","20:55",38.7356,-120.44154,16.401
"2003-02-15","20:40",34.08667,-117.53403,5.602
"2003-02-18","21:10",34.35212,-118.99458,5.425
"2003-02-18","21:10",34.35062,-119.00656,6.51
"2003-02-18","21:10",34.40219,-118.74577,7.432
"2003-02-18","21:10",34.38128,-118.91442,9.294
"2003-02-18","21:15",34.52496,-120.07444,4.888
"2003-02-18","21:15",35.58555,-119.55302,10.879
"2003-02-18","21:15",35.98894,-120.89616,5.318
"2003-02-18","21:15",36.27711,-119.27435,4.931
"2003-02-18","21:15",36.72299,-119.92647,4.333
"2003-02-18","21:15",37.62628,-121.03717,6.33
"2003-02-18","21:15",37.62476,-121.04867,3.923
"2003-02-18","21:15",37.67175,-121.38171,3.938
"2003-02-18","21:15",37.83775,-121.24818,5.748
"2003-02-18","21:15",37.95039,-121.36741,2.281
"2003-02-18","21:15",38.07347,-121.19843,20.739
"2003-02-18","21:15",38.12936,-121.33598,6.22
"2003-02-18","21:15",38.12783,-121.34749,9.922
"2003-02-18","21:15",38.1712,-121.36873,6.243
"2003-02-19","09:15",33.55102,-116.10696,19.317
"2003-02-19","09:15",33.54846,-116.11259,14.515
"2003-02-19","20:15",33.4407,-114.73265,36.538
"2003-02-20","21:00",32.86088,-114.45392,15.293
"2003-02-20","21:00",32.86346,-114.44817,8.972
"2003-02-20","21:00",34.09153,-117.53086,6.915
"2003-02-20","21:00",37.57041,-121.04702,5.097
"2003-02-20","21:00",37.64402,-121.38822,21.555
"2003-02-20","21:00",37.83284,-121.25021,10.39
"2003-02-20","21:00",37.94755,-121.52366,32.188
"2003-02-20","21:00",38.21477,-121.2998,4.884
"2003-02-20","21:00",38.21286,-121.31172,4.092
"2003-02-20","21:00",39.11692,-119.93482,9.332
"2003-02-20","21:00",39.11526,-119.9462,9.867
"2003-02-20","21:00",38.88029,-121.71402,3.663
"2003-02-21","21:45",34.40458,-118.70943,100.12
"2003-02-21","21:45",34.40233,-118.74483,40.581
"2003-02-21","21:45",34.35486,-118.99455,28.328
"2003-02-21","21:45",34.40163,-118.71723,130.125
"2003-02-22","20:50",33.57045,-114.69671,15.343
"2003-02-22","20:50",34.09229,-117.53121,5.209
"2003-02-22","20:50",37.16718,-121.71618,9.048
"2003-02-24","20:35",32.58604,-114.59585,24.725
"2003-02-24","20:35",32.58398,-114.60821,20.631
"2003-02-24","20:35",32.88983,-115.53517,17.643
"2003-02-24","20:35",32.90836,-115.54642,42.502
"2003-02-24","20:35",32.90596,-115.55994,19.115
"2003-02-24","20:35",33.01861,-115.62238,12.586
"2003-02-24","20:35",33.13162,-115.33484,11.428
"2003-02-24","20:35",35.04984,-114.65132,9.928
"2003-02-25","21:20",37.56923,-121.0508,5.236
"2003-02-25","21:20",38.2188,-121.31095,7.611
"2003-02-25","21:20",39.18414,-121.66113,4.396
"2003-02-27","21:10",39.14294,-121.43207,3.578
"2003-03-01","20:55",33.58913,-116.22069,8.95
"2003-03-01","20:55",34.19476,-118.92274,4.898
"2003-03-01","20:55",35.59351,-119.21959,17.429
"2003-03-01","20:55",35.5916,-119.23138,11.629
"2003-03-01","20:55",36.30102,-119.76482,4.737
"2003-03-01","20:55",36.46922,-119.24187,6.334
"2003-03-01","20:55",36.47196,-119.40166,6
"2003-03-01","20:55",36.47005,-119.41349,6.023
"2003-03-01","20:55",36.63041,-119.80382,5.61
"2003-03-01","20:55",37.04057,-120.33572,5.365
"2003-03-01","20:55",36.89938,-121.4406,3.922
"2003-03-01","20:55",37.6107,-121.33923,13.133
"2003-03-01","20:55",37.62044,-121.34201,5.255
"2003-03-01","20:55",38.19941,-121.40018,5.067
"2003-03-01","20:55",38.60358,-121.81039,14.726
"2003-03-03","20:40",36.64999,-119.61852,6.037
"2003-03-03","20:40",36.8409,-120.32324,5.1
"2003-03-04","21:25",35.59035,-119.21595,7.263
"2003-03-04","21:25",38.22701,-121.62844,14.13
"2003-03-04","21:25",38.49917,-120.76517,14.166
"2003-03-04","21:25",38.97662,-121.82737,7.714
"2003-03-04","21:25",38.97504,-121.84183,63.842
"2003-03-04","21:25",38.94987,-122.77322,10.399
"2003-03-04","21:25",39.62985,-122.06361,39.837
"2003-03-04","21:25",39.62823,-122.07809,9.777
"2003-03-04","21:25",39.63147,-122.05614,12.099
"2003-03-04","21:25",39.62991,-122.07066,32.693
"2003-03-05","20:30",33.71134,-114.52054,13.737
"2003-03-05","20:30",34.40245,-118.70039,33.12
"2003-03-05","20:30",34.39725,-118.72494,55.172
"2003-03-05","20:30",34.39923,-118.70586,54.628
"2003-03-05","20:30",34.39397,-118.72986,32.164
"2003-03-05","20:30",35.50484,-119.64925,18.72
"2003-03-06","21:10",34.26427,-118.85351,6.274
"2003-03-06","21:10",34.34836,-118.99696,18.838
"2003-03-06","21:10",34.35773,-118.99839,53.821
"2003-03-06","21:10",34.35624,-119.01022,7.655
"2003-03-06","21:10",34.45121,-119.18539,18.149
"2003-03-06","21:10",34.44977,-119.19696,8.777
"2003-03-06","21:15",38.72693,-118.98112,7.011
"2003-03-06","21:15",38.67326,-120.58477,8.132
"2003-03-06","21:15",38.68013,-120.59287,7.784
"2003-03-06","21:15",38.83157,-121.48642,5.078
"2003-03-06","21:15",39.05455,-121.60177,5.692
"2003-03-06","21:15",39.10736,-121.69218,6.178
"2003-03-06","21:15",38.89869,-123.1659,8.261
"2003-03-06","21:15",39.11632,-121.69419,3.968
"2003-03-06","21:15",39.11476,-121.7058,6.396
"2003-03-06","21:15",39.34404,-121.78185,19.18
"2003-03-06","21:15",39.34246,-121.79347,56.129
"2003-03-06","21:15",39.60542,-122.09402,113.362
"2003-03-06","21:15",39.60383,-122.10561,17.15
"2003-03-06","21:15",39.56793,-122.43105,6.654
"2003-03-06","21:15",39.71946,-122.72913,4.102
"2003-03-06","21:15",39.73717,-122.73346,42.649
"2003-03-06","21:15",39.73553,-122.74496,130.476
"2003-03-06","21:15",39.73389,-122.75643,6.151
"2003-03-07","20:15",33.01312,-115.61914,107.794
"2003-03-07","20:15",33.00736,-115.64542,68.169
"2003-03-07","20:20",38.6771,-121.53636,67.777
"2003-03-07","20:20",39.15613,-121.72549,38.551
"2003-03-07","20:20",39.15995,-121.73535,32.434
"2003-03-07","20:20",39.54249,-122.13587,132.543
"2003-03-07","20:20",39.53016,-122.18237,27.348
"2003-03-07","20:20",39.5453,-122.14068,139.892
"2003-03-07","21:55",38.04115,-121.33085,55.192
"2003-03-07","21:55",39.34579,-121.73178,262.883
"2003-03-07","21:55",39.3439,-121.77462,219.319
"2003-03-07","21:55",39.35205,-121.73662,216.743
"2003-03-07","21:55",39.35038,-121.7795,112.288
"2003-03-07","21:55",39.55577,-122.09685,196.835
"2003-03-07","21:55",39.55374,-122.13796,32.8
"2003-03-07","21:55",39.56375,-122.1016,197.454
"2003-03-07","21:55",39.61634,-122.63395,36.811
"2003-03-07","21:55",39.61403,-122.67658,115.731
"2003-03-07","21:55",39.61364,-122.64455,60.207
"2003-03-07","21:55",39.61156,-122.68777,65.307
"2003-03-08","21:00",32.8623,-115.68185,24.391
"2003-03-08","21:00",32.86837,-115.68959,60.398
"2003-03-08","21:00",33.79393,-117.38808,6.095
"2003-03-08","21:00",33.79245,-117.39882,8.935
"2003-03-08","21:00",35.99967,-119.54723,5.594
"2003-03-08","21:00",36.38855,-119.66899,3.913
"2003-03-08","21:00",37.20393,-120.44202,3.756
"2003-03-08","21:00",37.29702,-120.37537,7.51
"2003-03-08","21:00",38.84873,-120.76125,14.739
"2003-03-08","21:00",38.85769,-120.7635,8.527
"2003-03-08","21:00",39.20792,-122.26145,4.708
"2003-03-08","21:00",39.20578,-122.27409,12.377
"2003-03-08","21:00",39.55576,-121.90768,12.804
"2003-03-08","21:00",39.55375,-121.91998,4.269
"2003-03-10","09:45",34.10026,-117.53088,7.673
"2003-03-10","20:45",34.26388,-119.02338,14.273
"2003-03-10","20:50",34.26154,-119.02811,10.153
"2003-03-10","20:50",34.40105,-118.76526,67.786
"2003-03-10","20:50",34.39408,-118.80567,17.617
"2003-03-10","20:50",34.39174,-118.81919,28.627
"2003-03-10","20:50",34.40337,-118.75839,32.242
"2003-03-10","20:50",34.40099,-118.77183,23.17
"2003-03-10","20:50",34.39381,-118.81219,22.545
"2003-03-10","20:50",38.55611,-122.45528,13.291
"2003-03-10","20:50",38.55876,-122.44318,8.18
"2003-03-10","20:50",39.03203,-121.87241,25.453
"2003-03-11","21:30",33.37534,-116.84203,155.562
"2003-03-11","21:30",34.393,-118.82,51.905
"2003-03-11","21:30",36.62342,-119.62777,10.888
"2003-03-11","21:30",39.12105,-121.46189,16.589
"2003-03-11","21:30",39.11937,-121.48014,32.759
"2003-03-11","21:30",39.38474,-121.68775,15.957
"2003-03-12","20:35",32.8509,-114.44694,110.614
"2003-03-12","20:35",32.84887,-114.45919,131.882
"2003-03-12","20:35",32.86041,-114.4492,103.286
"2003-03-12","20:35",32.85838,-114.46146,668.842
"2003-03-12","20:35",32.85635,-114.47371,53.177
"2003-03-12","20:35",32.86345,-114.45679,492.292
"2003-03-12","20:35",32.86138,-114.46902,410.188
"2003-03-12","20:35",33.31517,-116.64328,27.502
"2003-03-12","20:35",35.32835,-119.29578,34.08
"2003-03-12","20:35",35.89584,-119.11237,24.421
"2003-03-12","20:35",35.9017,-119.12142,29.548
"2003-03-12","20:35",36.35815,-119.35796,37.631
"2003-03-12","20:35",36.92652,-120.02936,18.15
"2003-03-12","20:35",37.68905,-120.92729,18.876
"2003-03-12","20:35",37.68832,-120.93179,17.274
"2003-03-12","20:35",37.83455,-120.93925,19.01
"2003-03-12","20:35",39.06016,-119.73663,20.46
"2003-03-12","20:35",39.05619,-119.75656,66.684
"2003-03-12","20:35",39.05734,-119.74094,34.752
"2003-03-12","20:35",39.05333,-119.76043,39.813
"2003-03-12","20:35",38.96302,-121.49587,23.359
"2003-03-12","20:35",38.88768,-121.8409,22.872
"2003-03-12","20:35",38.9627,-121.50265,14.832
"2003-03-12","20:35",38.88531,-121.84684,13.735
"2003-03-12","20:35",39.09463,-121.44781,21.863
"2003-03-12","20:35",39.09949,-121.4288,13.318
"2003-03-12","20:35",39.09426,-121.45251,23.052
"2003-03-12","20:35",39.39387,-121.74227,15.167
"2003-03-13","21:20",33.17352,-114.67992,519.772
"2003-03-13","21:20",33.17144,-114.70501,38.467
"2003-03-13","21:20",33.30122,-116.65656,21.225
"2003-03-13","21:20",33.3126,-116.65856,14.822
"2003-03-13","21:20",34.223,-118.1975,82.198
"2003-03-13","21:20",34.22141,-118.2122,167.459
"2003-03-13","21:20",34.23327,-118.20081,16.891
"2003-03-13","21:20",34.23175,-118.21485,15.78
"2003-03-13","21:20",38.88209,-121.52015,7.851
"2003-03-15","21:05",37.05927,-120.06805,4.654
"2003-03-15","21:05",37.0577,-120.07916,3.966
"2003-03-17","20:55",36.62877,-119.58257,17.527
"2003-03-17","20:55",37.00279,-120.15516,16.908
"2003-03-17","20:55",37.55161,-120.97418,5.982
"2003-03-17","20:55",37.57763,-120.88299,5.679
"2003-03-17","20:55",38.16926,-120.86196,5.884
"2003-03-18","21:35",37.76334,-121.17631,12.629
"2003-03-18","21:35",38.96953,-122.10423,9.004
"2003-03-19","20:40",32.71315,-114.75424,42.009
"2003-03-19","20:40",36.29936,-119.23743,8.862
"2003-03-19","20:40",36.76385,-119.54661,10.357
"2003-03-19","20:40",36.8718,-119.95505,9.56
"2003-03-19","20:40",36.86835,-119.97267,8.688
"2003-03-19","20:40",37.007,-120.15995,11.771
"2003-03-20","21:25",36.63029,-119.59513,11.071
"2003-03-20","21:25",36.71085,-119.59738,17.734
"2003-03-20","21:25",38.52229,-121.97398,4.042
"2003-03-21","09:25",33.99546,-114.44453,7.946
"2003-03-21","20:30",32.57529,-114.59834,16.544
"2003-03-21","20:30",39.33945,-121.61604,15.813
"2003-03-22","21:10",35.84616,-119.5956,11.224
"2003-03-24","21:00",35.51648,-119.65289,14.648
"2003-03-24","21:00",35.97013,-118.97093,14.959
"2003-03-24","21:00",36.54451,-120.06399,7.987
"2003-03-24","21:00",36.59682,-119.78416,6.931
"2003-03-24","21:00",36.59457,-120.09343,5.99
"2003-03-24","21:00",36.65744,-119.74609,6.915
"2003-03-24","21:00",37.19654,-120.45091,8.034
"2003-03-24","21:00",37.18559,-120.52025,7.76
"2003-03-24","21:00",37.60463,-118.63298,9.283
"2003-03-24","21:00",37.60306,-118.64417,5.404
"2003-03-24","21:00",37.34102,-120.82654,13.276
"2003-03-24","21:00",37.33914,-120.83832,9.525
"2003-03-24","21:00",37.40742,-120.75121,15.142
"2003-03-24","21:00",37.42605,-120.98924,15.554
"2003-03-24","21:00",37.62594,-120.66092,8.628
"2003-03-24","21:00",37.6241,-120.67255,18.654
"2003-03-24","21:00",37.66361,-120.77986,4.727
"2003-03-24","21:00",38.55728,-122.44947,19.483
"2003-03-24","21:00",38.87002,-122.19021,10.022
"2003-03-26","20:50",36.08041,-121.02055,9.39
"2003-03-26","20:50",36.08091,-121.02576,10.43
"2003-03-26","20:50",36.62162,-119.63842,11.012
"2003-03-26","20:50",37.00646,-120.13857,9.164
"2003-03-26","20:50",37.03936,-120.13259,9.969
"2003-03-26","20:50",37.43494,-120.57814,9.353
"2003-03-26","20:50",37.40065,-120.76337,12.482
"2003-03-26","20:50",37.70536,-121.01204,9.461
"2003-03-26","20:50",37.70235,-121.02797,18.886
"2003-03-26","20:50",39.07757,-122.95641,9.936
"2003-03-27","21:30",36.84855,-121.38727,9.353
"2003-03-27","21:30",38.55237,-122.44645,5.556
"2003-03-27","21:30",39.02696,-121.54062,9.16
"2003-03-27","21:30",39.06823,-122.94872,7.554
"2003-03-28","20:35",38.17657,-121.95953,26.903
"2003-03-28","20:35",38.17168,-121.96484,27.56
"2003-03-29","21:20",38.14558,-121.98837,7.404
"2003-03-29","21:20",39.24361,-122.24184,32.134
"2003-03-29","21:20",39.26823,-122.19674,8.491
"2003-03-29","21:20",39.56374,-121.8019,14.565
"2003-03-29","21:20",39.56219,-121.81463,65.405
"2003-03-29","21:20",39.59409,-122.07386,16.598
"2003-03-30","20:25",38.8689,-121.71393,32.153
"2003-03-30","20:25",38.86405,-121.71953,31.385
"2003-03-31","21:05",38.21319,-120.37654,8.149
"2003-03-31","21:05",38.86194,-121.50883,28.721
"2003-03-31","21:05",39.07659,-123.11037,9.033
"2003-03-31","21:05",39.28804,-122.12296,8.258
"2003-03-31","21:05",39.42338,-122.20605,11.866
"2003-03-31","21:05",39.4216,-122.21766,53.539
"2003-03-31","21:05",39.47154,-122.19431,6.361
"2003-03-31","21:05",39.60256,-121.87291,5.045
"2003-04-02","20:55",35.02935,-119.06451,91.514
"2003-04-02","20:55",35.76027,-119.87047,10.552
"2003-04-02","20:55",36.36182,-119.3642,24.29
"2003-04-02","20:55",36.77118,-120.04374,11.491
"2003-04-02","20:55",36.94384,-120.06254,13.082
"2003-04-02","20:55",36.94178,-120.07498,4.589
"2003-04-02","20:55",37.05708,-120.06017,9.028
"2003-04-03","21:35",37.60599,-118.6685,74.496
"2003-04-03","21:35",37.60394,-118.69914,62.854
"2003-04-03","21:35",37.60926,-118.6767,143.477
"2003-04-04","20:40",33.50284,-116.14962,17.23
"2003-04-05","21:25",39.15117,-122.20471,15.545
"2003-04-05","21:25",39.14959,-122.21868,7.727
"2003-04-07","21:10",33.51679,-116.16732,28.356
"2003-04-07","21:10",35.67935,-119.30654,8.998
"2003-04-07","21:10",35.75113,-119.84775,8.062
"2003-04-07","21:10",36.18227,-119.18204,16.986
"2003-04-07","21:15",37.16442,-119.70278,6.279
"2003-04-07","21:15",37.18845,-120.24341,11.736
"2003-04-07","21:15",37.57377,-118.67062,53.303
"2003-04-07","21:15",37.57219,-118.68424,31.746
"2003-04-07","21:15",37.57545,-118.66225,13.466
"2003-04-07","21:15",37.57393,-118.67592,46.183
"2003-04-07","21:15",38.95315,-122.0461,9.439
"2003-04-07","21:15",38.95156,-122.05756,5.285
"2003-04-07","21:15",38.98753,-122.84402,5.563
"2003-04-07","21:15",38.98587,-122.85539,8.855
"2003-04-07","21:15",39.19289,-121.70858,6.415
"2003-04-07","21:15",39.49617,-122.18489,32.934
"2003-04-07","21:15",39.49457,-122.19643,9.302
"2003-04-07","21:15",39.55287,-122.03644,10.811
"2003-04-08","20:15",32.76773,-114.60197,62.444
"2003-04-08","20:20",39.32751,-121.82487,172.089
"2003-04-08","20:20",39.34327,-121.78482,46.349
"2003-04-08","20:20",39.33123,-121.82976,166.283
"2003-04-08","21:55",39.16534,-122.92195,21.677
"2003-04-09","21:00",34.27922,-118.95499,5.497
"2003-04-09","21:00",34.37959,-118.90565,14.683
"2003-04-09","21:00",34.37796,-118.91647,14.617
"2003-04-09","21:00",34.38605,-118.98536,12.775
"2003-04-09","21:00",34.38443,-118.99618,13.269
"2003-04-09","21:00",36.09275,-121.01493,15.068
"2003-04-09","21:00",37.77294,-120.8865,7.319
"2003-04-09","21:00",38.83663,-121.4855,31.426
"2003-04-09","21:00",38.83468,-121.49757,6.473
"2003-04-09","21:00",38.91372,-121.46119,4.1
"2003-04-09","21:00",38.91178,-121.47323,23.269
"2003-04-09","21:00",38.92929,-121.71858,9.024
"2003-04-09","21:00",38.92731,-121.73082,4.532
"2003-04-09","21:00",39.07587,-122.94699,6.822
"2003-04-09","21:00",39.32227,-121.80581,20.288
"2003-04-09","21:00",39.37074,-121.74245,5.02
"2003-04-09","21:00",39.29569,-122.20101,42.722
"2003-04-09","21:00",39.2936,-122.21361,21.734
"2003-04-09","21:00",39.56076,-121.83244,10.187
"2003-04-09","21:00",39.56808,-121.82692,16.44
"2003-04-09","21:00",39.77249,-122.18057,5.892
"2003-04-11","09:45",34.09706,-117.53121,9.204
"2003-04-11","20:50",36.3148,-120.08821,10.959
"2003-04-11","20:50",39.28447,-121.73661,29.884
"2003-04-11","20:50",39.2949,-121.73996,23.661
"2003-04-11","20:50",39.29177,-121.75633,10.118
"2003-04-11","20:50",39.28018,-121.87527,18.049
"2003-04-11","20:50",39.39195,-121.77643,20.763
