year,month,day,hlml,pblh,speed,evland,gwetprof,gwetroot,gwettop,lhland,lwland,shland,swland,tsat,tsoil1,tsoil2,tsoil3,tsoil4,tautot,h850,h500,omega500,q850,qv2m,slp,t850,t2m,tmax,tmin,t2mdew,tqv,zlcl,pr,pr7,pr15,pr30,pr60,pr90,pr180,fpc1,frp1,fpc2,frp2
2002,10,1,62.9243431,733.816406,7.80348015,0.133078292,0.440763563,0.43620941,0.236708492,3.79904866,-110.313927,102.673752,201.532776,283.361603,286.179749,288.319458,290.560364,290.709442,10.8449726,1494.47034,5636.90283,0.24966605,2.8365531,4.58266783,1017.41956,279.017609,284.280396,291.689117,280.280792,273.998474,7.64581871,1498.22241,3.98E-02,0.197967738,0.381033331,1.77068579,2.96484566,5.18149328,65.6741257,13,663.879944,1.11394334,2.82208943
2002,10,2,63.1396904,719.462463,7.59580517,6.90E-02,0.440701663,0.436151028,0.236012504,1.96981931,-123.376785,85.7814484,204.762955,283.361511,285.763916,287.434998,289.935547,290.605499,0.190459102,1517.83459,5710.84619,0.292940766,2.12740374,3.53126526,1018.69696,280.568329,284.685181,290.798309,279.269135,270.170868,6.49385023,2196.69238,4.77E-02,0.217607901,0.3512218,1.80704975,2.97090793,5.20940971,63.7150726,7,167.042984,0.845098019,2.22282815
2002,10,3,63.689743,538.244629,5.90106964,0.123668954,0.440625876,0.436071724,0.235141337,3.53043365,-99.6216812,75.9692307,177.477051,285.323334,286.52594,287.328644,289.404846,290.472168,2.01550412,1519.48572,5775.97021,0.114056975,3.14072895,4.0302949,1016.12134,284.731873,286.353424,292.713989,278.759308,271.422943,14.0876741,2358.5415,0.491679192,0.625845432,0.83272016,2.29278612,3.01073313,5.68836784,63.8559341,17,449.027954,1.23044896,2.65227342
2002,10,4,63.9479752,598.775635,5.45997524,0.201153874,0.440790743,0.436335325,0.239805371,5.74243116,-87.0706711,89.2238388,187.67659,287.862366,288.291504,288.020538,289.11084,290.324005,3.98788214,1512.40173,5750.86768,0.153205261,5.63975382,6.80832148,1015.3208,284.896332,287.86441,294.951752,280.759583,280.110504,16.3908901,1244.23413,0.108785823,0.72396189,0.930348337,2.37947512,3.09282684,5.78878164,63.8358688,18,515.697021,1.25527251,2.71239471
2002,10,5,64.3545914,589.726746,5.51083946,7.76E-02,0.440805167,0.436368406,0.24049595,2.21602321,-93.5618439,87.8537598,189.426224,288.581268,289.14978,288.737305,289.088257,290.181427,0.533298612,1530.70947,5816.80713,0.152577654,4.61820364,5.65720129,1015.63812,288.090149,289.204773,295.870544,282.568451,277.532135,17.2056446,1887.41394,5.62E-03,0.72133106,0.921862841,2.37666631,3.07745242,5.75930929,63.4487877,4,378.609009,0.60206002,2.57819104
2002,10,6,64.83004,507.145813,5.62398958,9.72E-02,0.440731585,0.4362773,0.23936519,2.77361608,-104.044731,71.6118851,191.997879,290.631378,290.837738,289.608765,289.225891,290.058105,0.112204596,1560.89038,5884.47705,0.119957976,4.94228983,6.06825876,1017.30493,290.523682,291.086029,297.528809,283.142731,278.653961,13.9843102,2031.5614,1.10E-02,0.728116035,0.914234757,2.15479875,3.06859541,5.76110983,56.669426,8,291.35199,0.90309,2.46441793
2002,10,7,65.2204742,506.775085,5.13174438,1.00E-01,0.440612972,0.436117798,0.23720561,2.85472369,-114.461266,66.1311722,193.068588,291.390717,291.927765,290.625153,289.53952,289.963318,3.41E-03,1562.93188,5898.52246,9.95E-02,3.46294785,4.75394106,1016.43677,293.485596,292.376923,301.017853,284.27063,274.888641,9.16878414,2845.32104,6.01E-03,0.710604966,0.903423011,1.95150661,3.03476524,5.73317719,54.8627319,1,64.3160019,0,1.80831909
2002,10,8,65.1042633,504.628723,5.09535456,8.02E-02,0.440481007,0.435934901,0.234706491,2.290797,-119.124115,68.312355,191.960114,290.782196,291.812103,291.131714,289.913727,289.902985,7.76E-03,1525.96313,5854.00488,7.38E-02,2.52237058,4.18578672,1012.25171,293.692535,291.935944,301.919769,285.361938,272.581329,7.74584675,3086.97314,1.67E-02,0.687461615,0.909978569,1.94093001,3.0079565,5.74493265,54.0868797,12,230.238007,1.07918119,2.36217713
2002,10,9,64.9239349,561.096863,4.21776152,6.24E-02,0.440383285,0.435804784,0.232980892,1.78011036,-103.316788,51.8291512,150.584442,289.557068,290.868622,290.949799,290.176941,289.871552,1.56895244,1502.30359,5803.89893,1.38E-02,2.23883748,3.92384458,1010.4455,292.778961,291.331207,301.080566,284.761536,271.446899,7.29770374,3135.58521,3.60E-02,0.675701559,0.921418011,1.96195054,3.02352428,5.75143862,53.6882439,9,439.156982,0.954242527,2.64261985
2002,10,10,64.0801849,482.767426,5.09433556,4.20E-02,0.440315634,0.435712606,0.231813431,1.19967306,-86.8752747,75.2725601,149.301788,287.207428,289.347198,290.273315,290.238281,289.854828,5.60240221,1479.02722,5742.10986,-0.149551049,2.44829559,5.10387135,1010.34265,288.603394,288.427795,299.709534,285.672058,275.243347,10.1072674,2043.99963,0.334958017,0.518980503,1.22826767,2.28721261,3.35202193,6.03434563,53.6447639,16,351.742981,1.20412004,2.54622555
2002,10,11,63.2569084,513.646484,6.17581511,4.51E-02,0.440272361,0.435661763,0.231384397,1.28875518,-119.975945,76.1106033,187.235138,285.13266,286.890198,288.77066,290.025818,289.835236,0.331769496,1505.04041,5723.60254,0.200783983,2.15094328,4.69944239,1015.68256,283.615112,285.367828,296.432587,283.936096,273.864136,6.18625116,1740.55615,1.83E-02,0.428476721,1.16310787,2.28927064,3.3462162,6.02661753,53.1573486,21,2102.6731,1.32221925,3.32277179
2002,10,12,63.9077988,470.063263,5.34859133,8.21E-02,0.440196693,0.435566962,0.230060264,2.34401727,-127.366714,55.6782417,185.141953,285.981842,287.166565,288.008148,289.595795,289.793701,1.82E-02,1551.91223,5814.99023,4.62E-02,1.44695902,2.7284174,1018.60455,287.447784,287.264618,294.743256,278.860779,266.001587,4.70745659,3360.71606,2.57E-02,0.44851625,1.17809689,2.30376029,3.3624866,6.0352993,52.5625305,14,516.259033,1.14612806,2.71286774
2002,10,13,64.2874146,518.027039,3.77309442,6.34E-02,0.44009155,0.435424775,0.228046909,1.81118643,-120.090927,62.3836594,181.99263,286.885529,287.559418,288.095367,289.261505,289.729065,7.53E-03,1558.22119,5822.37695,1.81E-02,1.79943478,2.83250284,1019.07983,288.811127,288.812714,297.335541,280.642792,266.406799,5.28128481,3496.88354,3.19E-02,0.469484985,1.20177495,2.3259182,3.38333559,6.03901291,51.138588,10,768.452026,1,2.88561678
